student_id,name,department,year,semester,is_disabled
BIT10459,Student_10459,CSE,4,8,0
BIT10460,Student_10460,CSE,4,8,0
BIT10461,Student_10461,AIML,1,1,0
BIT10462,Student_10462,AIML,1,1,0
BIT10463,Student_10463,AIML,1,1,0
BIT10464,Student_10464,AIML,1,1,0
BIT10465,Student_10465,AIML,1,1,0
BIT10466,Student_10466,AIML,1,1,0
BIT10467,Student_10467,AIML,1,1,0
BIT10468,Student_10468,AIML,1,1,0
BIT10469,Student_10469,AIML,1,1,0
BIT10470,Student_10470,AIML,1,1,0
BIT10471,Student_10471,AIML,1,1,0
BIT10472,Student_10472,AIML,1,1,0
BIT10473,Student_10473,AIML,1,1,0
BIT10474,Student_10474,AIML,1,1,0
BIT10475,Student_10475,AIML,1,1,0
BIT10476,Student_10476,AIML,1,1,0
BIT10477,Student_10477,AIML,1,1,0
BIT10478,Student_10478,AIML,1,1,0
BIT10479,Student_10479,AIML,1,1,0
BIT10480,Student_10480,AIML,1,1,0
BIT10481,Student_10481,AIML,1,1,0
BIT10482,Student_10482,AIML,1,1,0
BIT10483,Student_10483,AIML,1,1,0
BIT10484,Student_10484,AIML,1,1,0
BIT10485,Student_10485,AIML,1,1,0
BIT10486,Student_10486,AIML,1,1,0
BIT10487,Student_10487,AIML,1,1,0
BIT10488,Student_10488,AIML,1,1,0
BIT10489,Student_10489,AIML,1,1,0
BIT10490,Student_10490,AIML,1,1,0
BIT10491,Student_10491,AIML,1,1,0
BIT10492,Student_10492,AIML,1,1,0
BIT10493,Student_10493,AIML,1,1,1
BIT10494,Student_10494,AIML,1,1,0
BIT10495,Student_10495,AIML,1,1,0
BIT10496,Student_10496,AIML,1,1,0
BIT10497,Student_10497,AIML,1,1,0
BIT10498,Student_10498,AIML,1,1,0
BIT10499,Student_10499,AIML,1,1,0
BIT10500,Student_10500,AIML,1,1,0
BIT10501,Student_10501,AIML,1,1,0
BIT10502,Student_10502,AIML,1,1,0
BIT10503,Student_10503,AIML,1,1,0
BIT10504,Student_10504,AIML,1,1,0
BIT10505,Student_10505,AIML,1,1,0
BIT10506,Student_10506,AIML,1,1,0
BIT10507,Student_10507,AIML,1,1,0
BIT10508,Student_10508,AIML,1,1,0
BIT10509,Student_10509,AIML,1,1,0
BIT10510,Student_10510,AIML,1,1,0
BIT10511,Student_10511,AIML,1,1,0
BIT10512,Student_10512,AIML,1,1,0
BIT10513,Student_10513,AIML,1,1,0
BIT10514,Student_10514,AIML,1,1,0
BIT10515,Student_10515,AIML,1,1,0
BIT10516,Student_10516,AIML,1,1,0
BIT10517,Student_10517,AIML,1,1,0
BIT10518,Student_10518,AIML,1,1,0
BIT10519,Student_10519,AIML,1,1,0
BIT10520,Student_10520,AIML,1,1,0
BIT10521,Student_10521,AIML,1,1,0
BIT10522,Student_10522,AIML,1,1,0
BIT10523,Student_10523,AIML,1,1,0
BIT10524,Student_10524,AIML,1,1,0
BIT10525,Student_10525,AIML,1,2,0
BIT10526,Student_10526,AIML,1,2,0
BIT10527,Student_10527,AIML,1,2,0
BIT10528,Student_10528,AIML,1,2,0
BIT10529,Student_10529,AIML,1,2,0
BIT10530,Student_10530,AIML,1,2,0
BIT10531,Student_10531,AIML,1,2,0
BIT10532,Student_10532,AIML,1,2,0
BIT10533,Student_10533,AIML,1,2,0
BIT10534,Student_10534,AIML,1,2,0
BIT10535,Student_10535,AIML,1,2,0
BIT10536,Student_10536,AIML,1,2,0
BIT10537,Student_10537,AIML,1,2,0
BIT10538,Student_10538,AIML,1,2,0
BIT10539,Student_10539,AIML,1,2,0
BIT10540,Student_10540,AIML,1,2,0
BIT10541,Student_10541,AIML,1,2,0
BIT10542,Student_10542,AIML,1,2,0
BIT10543,Student_10543,AIML,1,2,0
BIT10544,Student_10544,AIML,1,2,0
BIT10545,Student_10545,AIML,1,2,0
BIT10546,Student_10546,AIML,1,2,0
BIT10547,Student_10547,AIML,1,2,0
BIT10548,Student_10548,AIML,1,2,0
BIT10549,Student_10549,AIML,1,2,0
BIT10550,Student_10550,AIML,1,2,0
BIT10551,Student_10551,AIML,1,2,0
BIT10552,Student_10552,AIML,1,2,0
BIT10553,Student_10553,AIML,1,2,0
BIT10554,Student_10554,AIML,1,2,0
BIT10555,Student_10555,AIML,1,2,0
BIT10556,Student_10556,AIML,1,2,0
BIT10557,Student_10557,AIML,1,2,0
BIT10558,Student_10558,AIML,1,2,0
BIT10559,Student_10559,AIML,1,2,0
BIT10560,Student_10560,AIML,1,2,0
BIT10561,Student_10561,AIML,1,2,0
BIT10562,Student_10562,AIML,1,2,0
BIT10563,Student_10563,AIML,1,2,0
BIT10564,Student_10564,AIML,1,2,0
BIT10565,Student_10565,AIML,1,2,0
BIT10566,Student_10566,AIML,1,2,0
BIT10567,Student_10567,AIML,1,2,0
BIT10568,Student_10568,AIML,1,2,0
BIT10569,Student_10569,AIML,1,2,0
BIT10570,Student_10570,AIML,1,2,0
BIT10571,Student_10571,AIML,1,2,0
BIT10572,Student_10572,AIML,1,2,0
BIT10573,Student_10573,AIML,1,2,0
BIT10574,Student_10574,AIML,1,2,0
BIT10575,Student_10575,AIML,1,2,0
BIT10576,Student_10576,AIML,1,2,0
BIT10577,Student_10577,AIML,1,2,0
BIT10578,Student_10578,AIML,1,2,0
BIT10579,Student_10579,AIML,1,2,0
BIT10580,Student_10580,AIML,1,2,0
BIT10581,Student_10581,AIML,1,2,0
BIT10582,Student_10582,AIML,1,2,1
BIT10583,Student_10583,AIML,1,2,0
BIT10584,Student_10584,AIML,1,2,0
BIT10585,Student_10585,AIML,1,2,0
BIT10586,Student_10586,AIML,1,2,0
BIT10587,Student_10587,AIML,1,2,0
BIT10588,Student_10588,AIML,1,2,0
BIT10589,Student_10589,AIML,1,2,0
BIT10590,Student_10590,AIML,2,3,0
BIT10591,Student_10591,AIML,2,3,0
BIT10592,Student_10592,AIML,2,3,0
BIT10593,Student_10593,AIML,2,3,0
BIT10594,Student_10594,AIML,2,3,0
BIT10595,Student_10595,AIML,2,3,0
BIT10596,Student_10596,AIML,2,3,0
BIT10597,Student_10597,AIML,2,3,0
BIT10598,Student_10598,AIML,2,3,0
BIT10599,Student_10599,AIML,2,3,0
BIT10600,Student_10600,AIML,2,3,0
BIT10601,Student_10601,AIML,2,3,0
BIT10602,Student_10602,AIML,2,3,0
BIT10603,Student_10603,AIML,2,3,0
BIT10604,Student_10604,AIML,2,3,0
BIT10605,Student_10605,AIML,2,3,0
BIT10606,Student_10606,AIML,2,3,0
BIT10607,Student_10607,AIML,2,3,0
BIT10608,Student_10608,AIML,2,3,0
BIT10609,Student_10609,AIML,2,3,0
BIT10610,Student_10610,AIML,2,3,0
BIT10611,Student_10611,AIML,2,3,0
BIT10612,Student_10612,AIML,2,3,0
BIT10613,Student_10613,AIML,2,3,0
BIT10614,Student_10614,AIML,2,3,0
BIT10615,Student_10615,AIML,2,3,0
BIT10616,Student_10616,AIML,2,3,0
BIT10617,Student_10617,AIML,2,3,0
BIT10618,Student_10618,AIML,2,3,0
BIT10619,Student_10619,AIML,2,3,0
BIT10620,Student_10620,AIML,2,3,0
BIT10621,Student_10621,AIML,2,3,0
BIT10622,Student_10622,AIML,2,3,0
BIT10623,Student_10623,AIML,2,3,0
BIT10624,Student_10624,AIML,2,3,0
BIT10625,Student_10625,AIML,2,3,0
BIT10626,Student_10626,AIML,2,3,0
BIT10627,Student_10627,AIML,2,3,0
BIT10628,Student_10628,AIML,2,3,0
BIT10629,Student_10629,AIML,2,3,0
BIT10630,Student_10630,AIML,2,3,0
BIT10631,Student_10631,AIML,2,3,0
BIT10632,Student_10632,AIML,2,3,0
BIT10633,Student_10633,AIML,2,3,0
BIT10634,Student_10634,AIML,2,3,0
